PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE
WILDWOOD,257,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WILDWOOD,257,GYMNASIUM,INDOOR
,,,
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILDWOOD,257,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILDWOOD,257,PLAYGROUND,OUTDOOR
,,,
WILDWOOD,257,SPRAY FEATURE,OUTDOOR
,,,
WILDWOOD,257,BASEBALL SR,OUTDOOR
,,,
WILDWOOD,257,TENNIS COURT,OUTDOOR
,,,
WILDWOOD,257,TENNIS COURT,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,BASKETBALL COURT,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,PLAYGROUND,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,SPRAY FEATURE,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,BASEBALL SR,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,WATER PLAYGROUND,OUTDOOR
,,,
WILSON (FRANK),145,BASKETBALL COURT,OUTDOOR
,,,
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILSON (FRANK),145,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WILSON (FRANK),145,PLAYGROUND,OUTDOOR
,,,
WILSON (FRANK),145,VOLLEYBALL (SAND),OUTDOOR
,,,
WILSON (FRANK),145,TENNIS COURT,OUTDOOR
,,,
WILSON (FRANK),145,TENNIS COURT,OUTDOOR
,,,
WILSON (FRANK),145,TENNIS COURT,OUTDOOR
,,,
WILSON (FRANK),145,TENNIS COURT,OUTDOOR
,,,
WILSON (FRANK),145,WATER PLAYGROUND,OUTDOOR
,,,
WILSON (JOHN),1071,PLAYGROUND,OUTDOOR
,,,
WILSON (JOHN),1071,SPRAY FEATURE,OUTDOOR
,,,
WILSON (JOHN) COMM. CTR.,1018,GYMNASIUM,INDOOR
,,,
WINNEMAC,486,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WINNEMAC,486,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WINNEMAC,486,PLAYGROUND,OUTDOOR
,,,
WINNEMAC,486,BASEBALL SR,OUTDOOR
,,,
WINNEMAC,486,TENNIS COURT,OUTDOOR
,,,
WINNEMAC,486,TENNIS COURT,OUTDOOR
,,,
WOLCOTT (ALEXANDER),403,PLAYGROUND PARK,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASKETBALL COURT,OUTDOOR
,,,
WOLFE (RICHARD),1072,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WOLFE (RICHARD),1072,PLAYGROUND,OUTDOOR
,,,
WOLFE (RICHARD),1072,SPRAY FEATURE,OUTDOOR
,,,
WOOD (ELIZABETH),316,PLAYGROUND,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL COURT,OUTDOOR
,,,
WOODHULL (ROSS),1073,PLAYGROUND,OUTDOOR
,,,
WOODHULL (ROSS),1073,SPRAY FEATURE,OUTDOOR
,,,
WOODHULL (ROSS),1073,TRACK,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL COURT,OUTDOOR
,,,
WRIGHTWOOD,1074,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
WRIGHTWOOD,1074,POOL (OUTDOOR),OUTDOOR
,,,
WRIGHTWOOD,1074,PLAYGROUND,OUTDOOR
,,,
WRIGHTWOOD,1074,VOLLEYBALL (SAND),OUTDOOR
,,,
WRIGHTWOOD,1074,TRACK,OUTDOOR
,,,
ZATTERBERG (HELEN),1107,PLAYGROUND PARK,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,ARCHERY RANGE,SPECIAL
,,,
PARK NO. 518,518,COMMUNITY GARDEN,OUTDOOR
,,,
DUBKIN (LEONARD),306,COMMUNITY GARDEN,OUTDOOR
,,,
GOLDBERG (LOUIS),384,COMMUNITY GARDEN,OUTDOOR
,,,
LOYOLA,115,COMMUNITY GARDEN,OUTDOOR
,,,
"LUNT (ORRINGTON, STEPHEN)",1123,COMMUNITY GARDEN,OUTDOOR
,,,
INDIAN BOUNDARY,165,COMMUNITY GARDEN,OUTDOOR
,,,
SCHREIBER,1061,COMMUNITY GARDEN,OUTDOOR
,,,
SENN (NICHOLAS),227,COMMUNITY GARDEN,OUTDOOR
,,,
BERGER (ALBERT),1255,COMMUNITY GARDEN,OUTDOOR
,,,
CHASE (SALMON),103,COMMUNITY GARDEN,OUTDOOR
,,,
KELLY (JOHN),493,COMMUNITY GARDEN,OUTDOOR
,,,
MAPLEWOOD,1045,COMMUNITY GARDEN,OUTDOOR
,,,
KEN-WELL,1042,COMMUNITY GARDEN,OUTDOOR
,,,
TREBES,1017,COMMUNITY GARDEN,OUTDOOR
,,,
DEAN,1027,COMMUNITY GARDEN,OUTDOOR
,,,
LAKE SHORE,107,COMMUNITY GARDEN,OUTDOOR
,,,
ECKHART (BERNARD),208,COMMUNITY GARDEN,OUTDOOR
,,,
FLOWER (LUCY),431,COMMUNITY GARDEN,OUTDOOR
,,,
UNION,210,COMMUNITY GARDEN,OUTDOOR
,,,
MOORE (MAURICE),1050,COMMUNITY GARDEN,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL COURT,OUTDOOR
,,,
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR
,,,
ARMOUR (PHILIP) SQUARE,3,GYMNASIUM,INDOOR
,,,
ATHLETIC FIELD,80,SPRAY FEATURE,OUTDOOR
,,,
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR
,,,
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR
,,,
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR
,,,
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR
,,,
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR
,,,
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR
,,,
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR
,,,
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,HORSESHOE COURT,OUTDOOR
,,,
FOSTER (J. FRANK),26,HORSESHOE COURT,OUTDOOR
,,,
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR
,,,
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR
,,,
HIAWATHA,229,BOCCE COURT,SPECIAL
,,,
LAWLER (MICHAEL),1011,HORSESHOE COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR
,,,
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR
,,,
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR
,,,
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR
,,,
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL
,,,
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL
,,,
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL
,,,
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR
,,,
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR
,,,
VALLEY FORGE,371,HORSESHOE COURT,OUTDOOR
,,,
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR
,,,
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR
,,,
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR
,,,
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL
,,,
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL
,,,
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR
,,,
SHERIDAN (PHILIP HENRY),205,HORSESHOE COURT,OUTDOOR
,,,
"BELL (GEORGE,JR.)",121,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
BESSEMER (HENRY),12,GYMNASIUM,INDOOR
,,,
BRADLEY (JOSEPHINE),1004,VOLLEYBALL,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLE (NAT KING),270,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,PLAYGROUND,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DAWES (CHARLES G.),239,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL COURT,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL COURT,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADDAMS (JANE),262,SPRAY FEATURE,OUTDOOR
,,,
ADDAMS (JANE),262,BASKETBALL COURT,OUTDOOR
,,,
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR
,,,
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR
,,,
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR
,,,
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR
,,,
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR
,,,
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR
,,,
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR
,,,
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR
,,,
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR
,,,
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR
,,,
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR
,,,
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR
,,,
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR
,,,
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR
,,,
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR
,,,
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR
,,,
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR
,,,
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR
,,,
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR
,,,
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR
,,,
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR
,,,
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR
,,,
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR
,,,
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR
,,,
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR
,,,
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR
,,,
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR
,,,
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR
,,,
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR
,,,
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR
,,,
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR
,,,
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR
,,,
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR
,,,
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR
,,,
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR
,,,
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR
,,,
CHRISTIANA,1089,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR
,,,
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR
,,,
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR
,,,
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR
,,,
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR
,,,
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR
,,,
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR
,,,
CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR
,,,
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR
,,,
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR
,,,
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR
,,,
CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR
,,,
DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR
,,,
DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DOUGLAS (STEPHEN),218,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR
,,,
DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR
,,,
DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR
,,,
DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR
,,,
DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR
,,,
DVORAK (ANTON),216,BASKETBALL BACKBOARD,OUTDOOR
,,,
DVORAK (ANTON),216,BASKETBALL BACKBOARD,OUTDOOR
,,,
ECKERSALL (WALTER HERBERT),232,BASKETBALL BACKBOARD,OUTDOOR
,,,
ECKERSALL (WALTER HERBERT),232,BASKETBALL BACKBOARD,OUTDOOR
,,,
ECKHART (BERNARD),208,BASKETBALL BACKBOARD,OUTDOOR
,,,
ECKHART (BERNARD),208,BASKETBALL BACKBOARD,OUTDOOR
,,,
EDGEBROOK,335,BASKETBALL BACKBOARD,OUTDOOR
,,,
EDGEBROOK,335,BASKETBALL BACKBOARD,OUTDOOR
,,,
EDGEBROOK,335,BASKETBALL BACKBOARD,OUTDOOR
,,,
